crate_name,version,test_name,native_exit_code,exit_code_stack,exit_code_tree,error_type_stack,error_type_tree,full_error_text_stack,full_error_text_tree,error_root_stack,error_root_tree,num_duplicates
monero-lmdb-rkv,0.1.0,transaction::test::test_drop_db,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.2/lmdb/libraries/liblmdb/mdb.c:4280:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.2/lmdb/libraries/liblmdb/mdb.c:4739:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.2/lmdb/libraries/liblmdb/mdb.c:4987:8","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.2/lmdb/libraries/liblmdb/mdb.c:4280:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.2/lmdb/libraries/liblmdb/mdb.c:4739:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-rkv-sys-0.11.2/lmdb/libraries/liblmdb/mdb.c:4987:8",31
mozjpeg,0.10.1,compress::convert_colorspace,0,1,1,Undefined Behavior,Undefined Behavior,not granting access to tag <> because that would remove [Unique for <103222>] which is weakly protected because it is an argument of call <>,write access through <> is forbidden,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/mozjpeg-sys-2.0.5/vendor/jcapistd.c:54:17,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/mozjpeg-sys-2.0.5/vendor/jerror.c:213:28,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/mozjpeg-sys-2.0.5/vendor/jcapistd.c:54:3",1
mozjpeg,0.10.1,compress::write_mem,0,1,1,Undefined Behavior,Undefined Behavior,not granting access to tag <> because that would remove [Unique for <105662>] which is weakly protected because it is an argument of call <>,write access through <> is forbidden,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/mozjpeg-sys-2.0.5/vendor/jcapistd.c:54:17,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/mozjpeg-sys-2.0.5/vendor/jerror.c:213:28,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/mozjpeg-sys-2.0.5/vendor/jcapistd.c:54:3",1
ms5837,0.2.1,tests::crc4,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",write access through <> is forbidden,/usr/src/ffickle/extracted/src/crc4.c:10:13,/usr/src/ffickle/extracted/src/crc4.c:10:13,1
mseed,0.5.0,util::tests::test_seedchan2xchan,0,1,1,Undefined Behavior,Undefined Behavior,"memory access failed: alloc has size 1, so pointer to 1 byte starting at offset 1 is out-of-bounds","memory access failed: alloc has size 1, so pointer to 1 byte starting at offset 1 is out-of-bounds",/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libmseed-sys-0.2.1+3.0.17/vendor/genutils.c:448:14,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libmseed-sys-0.2.1+3.0.17/vendor/genutils.c:448:14,1
mseed,0.5.0,util::tests::test_xchan2seedchan,0,1,1,Undefined Behavior,Undefined Behavior,"memory access failed: alloc has size 1, so pointer to 1 byte starting at offset 1 is out-of-bounds","memory access failed: alloc has size 1, so pointer to 1 byte starting at offset 1 is out-of-bounds",/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libmseed-sys-0.2.1+3.0.17/vendor/genutils.c:497:19,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libmseed-sys-0.2.1+3.0.17/vendor/genutils.c:497:19,1
mtpng,0.3.5,encoder::tests::test_rows,0,1,124,Undefined Behavior,Timeout,"trying to retag from <> for SharedReadOnly permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",NA,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/rayon-core-1.9.0/src/util.rs:8:9,NA,2
mugle_secp256k1zkp,0.7.12,tests::signature_lax_der,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer","constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",src/ffi.rs:117:42,src/ffi.rs:117:42,1
mugle_secp256k1zkp,0.7.12,ecdh::tests::ecdh,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer","constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",src/ffi.rs:87:42,src/ffi.rs:87:42,1
mugle_secp256k1zkp,0.7.12,key::test::test_bad_serde_deserialize,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer","constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",src/key.rs:356:82,src/key.rs:356:82,1
mugle_secp256k1zkp,0.7.12,key::test::test_bad_deserialize,0,1,1,Undefined Behavior,Undefined Behavior,"constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer","constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",src/macros.rs:156:56,src/macros.rs:156:56,1
n5,0.7.6,compression::bzip::tests::test_rw,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",read access through <> is forbidden,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:300:23,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:383:25,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:424:24","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:300:23,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:383:25,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:424:24",1
n5,0.7.6,compression::bzip::tests::test_read_doc_spec_block,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",read access through <> is forbidden,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/decompress.c:197:178,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:842:20","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/decompress.c:197:178,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:842:20",1
n5,0.7.6,compression::lz::tests::test_read_doc_spec_block,0,1,1,Undefined Behavior,Undefined Behavior,"memory access failed: alloc has size 8, so pointer to 4 bytes starting at offset 264 is out-of-bounds","memory access failed: alloc has size 8, so pointer to 4 bytes starting at offset 264 is out-of-bounds",/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:1581:24,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:1581:24,1
n5,0.7.6,compression::lz::tests::test_rw,0,1,1,Undefined Behavior,Undefined Behavior,"memory access failed: alloc has size 8, so pointer to 56 bytes starting at offset 32 is out-of-bounds","memory access failed: alloc has size 8, so pointer to 56 bytes starting at offset 32 is out-of-bounds","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:688:22,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:799:12","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:688:22,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lz4-sys-1.9.4/liblz4/lib/lz4frame.c:799:12",2
near-crypto-v01,0.1.0,signature::tests::test_sign_verify,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",write access through <> is forbidden,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/parity-secp256k1-0.7.0/depend/secp256k1/src/secp256k1.c:277:5,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/parity-secp256k1-0.7.0/depend/secp256k1/src/secp256k1.c:277:5,3
neuromorphic-drivers,0.5.0,read,101,1,1,Undefined Behavior,Undefined Behavior,scalar size mismatch: expected 4 bytes but got 1 bytes instead,scalar size mismatch: expected 4 bytes but got 1 bytes instead,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libusb1-sys-0.6.4/libusb/libusb/os/threads_posix.h:81:92,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libusb1-sys-0.6.4/libusb/libusb/io.c:1165:2,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libusb1-sys-0.6.4/libusb/libusb/core.c:2342:6","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libusb1-sys-0.6.4/libusb/libusb/os/threads_posix.h:81:92,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libusb1-sys-0.6.4/libusb/libusb/io.c:1165:2,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/libusb1-sys-0.6.4/libusb/libusb/core.c:2342:6",1
nostalgia,0.0.1,storage::tests::test_that_we_can_insert_and_get_records_with_a_storage_object,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4247:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4706:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4954:8","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4247:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4706:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-sys-0.8.0/lmdb/libraries/liblmdb/mdb.c:4954:8",3
nostr-extensions,0.4.2,auth::tests::auth,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:4830:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:5318:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:5633:8","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:4830:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:5318:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:5633:8",5
nostr-kv,0.3.0,test_iter,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:4830:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:5318:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:5633:8","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:4830:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:5318:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:5633:8",5
nostr-relay,0.4.2,app::tests::relay_info,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:4830:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:5318:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:5633:8","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:4830:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:5318:7,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/lmdb-master-sys-0.1.0/lmdb/libraries/liblmdb/mdb.c:5633:8",4
oneio,0.13.1,test_writer,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",read access through <> is forbidden,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/decompress.c:197:178,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:842:20","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/decompress.c:197:178,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:842:20",2
p256k1,5.4.1,point::tests::base58,0,1,0,Undefined Behavior,NA,"attempting a write access using <> at alloc[0x2], but that tag does not exist in the borrow stack for this location",NA,/usr/src/ffickle/extracted/_secp256k1/src/field_5x52_impl.h:362:10,NA,1
parity-db,0.4.11,compress::tests::test_compression_interfaces,0,0,1,NA,Undefined Behavior,NA,write access through <> is forbidden,NA,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/snap-1.1.0/src/decompress.rs:309:21,1
parity-secp256k1,0.7.0,key::test::keypair_slice_round_trip,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",write access through <> is forbidden,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:277:5,/usr/src/ffickle/extracted/depend/secp256k1/src/secp256k1.c:277:5,3
pexacoin,0.1.0,util::bip32::tests::test_vector_3,0,1,0,Undefined Behavior,NA,"attempting a read access using <> at alloc[0x2c], but that tag does not exist in the borrow stack for this location",NA,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/secp256k1-0.15.5/depend/secp256k1/src/scalar_4x64_impl.h:122:168,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/secp256k1-0.15.5/depend/secp256k1/src/secp256k1.c:481:5",NA,4
phar,0.0.3,test_mixed,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",read access through <> is forbidden,"/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:300:23,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:383:25,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:424:24","/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:300:23,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:383:25,/root/.cargo/registry/src/index.crates.io-6f17d22bba15001f/bzip2-sys-0.1.11+1.0.8/bzip2-1.0.8/bzlib.c:424:24",2
picohttpparser-sys,1.0.0,invalid_http_version_2,0,1,1,Undefined Behavior,Undefined Behavior,"attempting a write access using <> at alloc[0x98], but that tag does not exist in the borrow stack for this location",write access through <> is forbidden,/usr/src/ffickle/extracted/deps/picohttpparser/picohttpparser.c:428:20,/usr/src/ffickle/extracted/deps/picohttpparser/picohttpparser.c:429:13,18
picohttpparser-sys,1.0.0,del_in_uri_path,0,1,1,Undefined Behavior,Undefined Behavior,"memory access failed: alloc has size 5, so pointer to 8 bytes starting at offset 0 is out-of-bounds","memory access failed: alloc has size 5, so pointer to 8 bytes starting at offset 0 is out-of-bounds","/usr/src/ffickle/extracted/deps/picohttpparser/picohttpparser.c:109:28,/usr/src/ffickle/extracted/deps/picohttpparser/picohttpparser.c:344:136,/usr/src/ffickle/extracted/deps/picohttpparser/picohttpparser.c:384:16","/usr/src/ffickle/extracted/deps/picohttpparser/picohttpparser.c:109:28,/usr/src/ffickle/extracted/deps/picohttpparser/picohttpparser.c:344:136,/usr/src/ffickle/extracted/deps/picohttpparser/picohttpparser.c:384:16",18
pqcrypto-newhope,0.1.2,newhope1024cca::test::test_kem,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope1024cca/clean/cpapke.c:104:5,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope1024cca/clean/kem.c:25:5","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope1024cca/clean/cpapke.c:104:5,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope1024cca/clean/kem.c:25:5",2
pqcrypto-newhope,0.1.2,ffi::test_newhope1024cpa_clean::test_ffi,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope1024cpa/clean/cpapke.c:104:5,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope1024cpa/clean/kem.c:22:5","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope1024cpa/clean/cpapke.c:104:5,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope1024cpa/clean/kem.c:22:5",2
pqcrypto-newhope,0.1.2,ffi::test_newhope512cca_clean::test_ffi,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope512cca/clean/cpapke.c:104:5,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope512cca/clean/kem.c:25:5","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope512cca/clean/cpapke.c:104:5,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope512cca/clean/kem.c:25:5",2
pqcrypto-newhope,0.1.2,ffi::test_newhope512cpa_clean::test_ffi,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope512cpa/clean/cpapke.c:104:5,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope512cpa/clean/kem.c:22:5","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope512cpa/clean/cpapke.c:104:5,/usr/src/ffickle/extracted/pqclean/crypto_kem/newhope512cpa/clean/kem.c:22:5",2
pqcrypto-qtesla,0.1.1,qteslapiii::test::test_sign_detached,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_sign/qtesla-p-III/clean/sign.c:152:5","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_sign/qtesla-p-III/clean/sign.c:152:5",1
pqcrypto-threebears,0.2.0,ffi::test_babybearephem_clean::test_ffi,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/babybear-ephem/clean/kem.c:7:5","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/babybear-ephem/clean/kem.c:7:5",2
pqcrypto-threebears,0.2.0,ffi::test_babybear_clean::test_ffi,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/babybear/clean/kem.c:7:5","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/babybear/clean/kem.c:7:5",2
pqcrypto-threebears,0.2.0,ffi::test_mamabearephem_clean::test_ffi,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/mamabear-ephem/clean/kem.c:7:5","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/mamabear-ephem/clean/kem.c:7:5",2
pqcrypto-threebears,0.2.0,mamabear::test::test_kem,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/mamabear/clean/kem.c:7:5","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/mamabear/clean/kem.c:7:5",2
pqcrypto-threebears,0.2.0,papabearephem::test::test_kem,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/papabear-ephem/clean/kem.c:7:5","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/papabear-ephem/clean/kem.c:7:5",2
pqcrypto-threebears,0.2.0,ffi::test_papabear_clean::test_ffi,0,1,1,Undefined Behavior,Undefined Behavior,"incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","incorrect number of arguments for `getrandom` syscall: got 1, expected at least 4","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/papabear/clean/kem.c:7:5","/usr/src/ffickle/extracted/pqclean/common/randombytes.c:120:19,/usr/src/ffickle/extracted/pqclean/common/randombytes.c:311:12,/usr/src/ffickle/extracted/pqclean/crypto_kem/papabear/clean/kem.c:7:5",2
